ID;latitude;longitude;tags
2486388892;40.3163852;23.9330864;[]
2486388893;40.316431;23.9326578;[]
2486388894;40.3164497;23.9319714;[]
2486388895;40.3164595;23.9329054;[]
2486388896;40.315935;23.933517;[]
2486388897;40.3164063;23.9311882;[]
2486388898;40.3158969;23.9337414;[]
2486388899;40.3165383;23.935996;[]
2486388900;40.3165027;23.9313812;[]
2486388901;40.3165464;23.9358716;[]
2486388902;40.3165637;23.9273413;[]
2486388903;40.3162172;23.9340082;[]
2486388904;40.3165391;23.9367001;[]
2486388905;40.3165714;23.9318136;[]
2486388906;40.3165886;23.9361492;[]
2486388907;40.3165876;23.9317003;[]
2486388908;40.3165992;23.9357958;[]
2486388909;40.3166055;23.9341321;[]
2486388910;40.3166095;23.927245;[]
2486388911;40.3166322;23.9364671;[]
2486388912;40.3166309;23.9363421;[]
2486388913;40.3166335;23.9271226;[]
2486388914;40.3167062;23.9265529;[]
2486388916;40.3167441;23.93428;[]
2486388917;40.3167291;23.9356631;[]
2486388919;40.3167802;23.9260932;[]
2486388921;40.3168009;23.9355438;[]
2486388925;40.3168245;23.9344683;[]
2486388927;40.316853;23.9271442;[]
2486388929;40.3168698;23.935275;[]
2486388931;40.316873;23.9347067;[]
2486388933;40.3168501;23.9258344;[]
2486388935;40.3168919;23.9349698;[]
2486388937;40.316947;23.9260115;[]
2486388938;40.3170099;23.925328;[]
2486388939;40.3172008;23.9249571;[]
2486388940;40.3171617;23.9184428;[]
2486388943;40.3175538;23.9243904;[]
2486388946;40.318145;23.9239258;[]
2486388947;40.3183403;23.9233299;[]
2486388949;40.318334;23.9203278;[]
2486388950;40.3183697;23.9201086;[]
2486388951;40.318351;23.920457;[]
2486388952;40.3184108;23.9205322;[]
2486388953;40.3184567;23.9175214;[]
2486388954;40.3185672;23.9205493;[]
2486388955;40.3185416;23.9231186;[]
2486388956;40.3186231;23.9187781;[]
2486388958;40.3186684;23.9186329;[]
2486388959;40.3188237;23.9185428;[]
2486388961;40.3189969;23.9226854;[]
2486388963;40.3190189;23.9205538;[]
2486388966;40.3193281;23.9181524;[]
2486388967;40.3192941;23.9224358;[]
2486388968;40.3192287;23.9125574;[]
2486388970;40.3194696;23.9179978;[]
2486388972;40.3194854;23.9159369;[]
2486388973;40.3195746;23.917818;[]
2486388975;40.3196493;23.9129291;[]
2486388976;40.319709;23.9174196;[]
2486388977;40.319724;23.9172889;[]
2486388978;40.3197125;23.9153478;[]
2486388979;40.3197514;23.9167268;[]
2486388980;40.3197885;23.9165673;[]
2486388981;40.3196262;23.9221559;[]
2486388983;40.3198406;23.9130281;[]
2486388985;40.3198633;23.9205328;[]
2486388987;40.3198931;23.9147783;[]
2486388992;40.3200443;23.9140869;[]
2486388994;40.3201394;23.9159283;[]
2486388996;40.3200673;23.9135621;[]
2486389006;40.3203284;23.9156039;[]
2486389009;40.3203871;23.9154245;[]
2486389010;40.320459;23.9216368;[]
2486389013;40.320465;23.9150564;[]
2486389017;40.3205515;23.914673;[]
2486389019;40.3205671;23.914461;[]
2486389021;40.3205641;23.9141928;[]
2486389023;40.3205815;23.9205443;[]
